child_id,fname,lname,age,family_size,num_of_siblings,parents_working_hours,household_income,access_to_technology,number_of_devices,environment_type,school_type
8898,Jennifer,  Schmitt   ,99,2,0,,"$56,425",1,2,URB,Private
8899,Shelia,Villanueva,13,4,2,48.10,30753.28,1,3,Urban,Private
8900,Hannah,Martin,9,2,0,45.60,39136.33,1,2,  urban  , Private 
8901,Brian,Alvarado,7,2,0,28.60,approx 13.7k,0,0,Urban,Public
8902,Candice,Wilson,7,3,1,22.50,"$43,600",1,1,Urban,public
8903,Larry,Barnes,13,2,0,41.00,32076.72,1,4,Suburban,Gov
8904,Jane,Porter,10,7,5,37.00,28991.09,1,2,RUR,Public
8905,Jose,Shah,8,3,1,,25123.91,1,2,URBAN,Governmental
8906,Jasmine,,9,4,2,53.70,25244.59,1,,Urban,Public
8907,Kari,Munoz,18,3,1,26.00,"21802,98",1,2,Suburban,Private
8908,Mikayla,Holt,15,4,2,38.40,65448.66,1,1,Urban,Public
8910,Carly,Woodward,4,5,3,48.00,13059 EGP,,,Urban,Public
8911,Grant,Sampson,10,6,4,24.30,42379.06,1,,Urban,PUBLIC
8912,Sierra,Jones,8,5,3,39.40,19834.66,0,0, Sub-urban , Public 
8913,Darius,Hood,12,4,2,37.40,46468.01,1,2,Suburban, Private 
8914,Kendra,Guerrero,14,5,3,64.00,34417.25,1,3,SUBURBAN,Private
8915,Unknown,Velez,12,5,3,66.50,58820.42,1,2,Urban,Private
8916,Morgan,Larsen,7,6,4,38.30,52647.43,1,4,Urban, Priv 
8917,Leonard,Hendrix,8,3,1,38.80,"$49,789",1,4,null,PRIVATE
8918,,Lyons,13,4,2,46.20,47760.82,1,4,Suburban, private 
8919,Paul,Webb,13,2,0,56.90,46550.01,1,,Urban,PUB
8920,Joanna,hess,11,6,3,47.60,20300.21,0,,  Urban  ,null
8921,Megan,Nichols,11,2,0,26.50,,0,4,n/a,Public
8922,Tara,Nicholson,11,2,0,51.50,16209.63,0,, SUB ,PUBLIC
8923,Matthew,Fields,11,6,4,41.40,44439.42,1,,Urban,Private
8924,Julie,Barnes,13,12,10,19.60,,0,0,  countryside  ,Public
8925,Brianna,Huffman,13,3,1,59.30,25375.27,1,,Suburban,Public
8926,Tom,Waller,11,3,1,53.30,14820.62,1,1,Rural,Public
8927,Theresa,Aguilar,10,2,0,34.10,58285.84,1,2, URB ,PUB
8928,hannah,Sweeney,10,5,3,49.40,23993.38,0,0,SUB,public
8929,Karla,Arnold,8,5,3,56.10,24277.75,0,5,Urban,PUB
8930,Judy,Livingston,8,8,5,58.10,"$61,317",0,0,  Urban  ,  Private  
8931,Cathy,Doyle,12,2,0,36.00,28267.01,1,2,Urban,Private
8932,Karen,PALMER,8,5,3,30.70,25864.11,0,0,Urban,public
8933,Brandi,Knapp,13,4,2,33.20,,0,0,Rural,Public
8934,Allison,Snow,10,2,0,34.00,20072.43,1,, RURAL ,public
8935,Gregory,Russo,13,3,1,11.50,"$24,777",1,1,  Urban  ,  Private  
8936,Wesley,Clay,13,3,1,46.20,24826.62,1,1,Urban,Public
8937,Cynthia,Coleman,14,5,3,33.10,"$66,014",1,,Urban, International 
8938,Wanda,Frederick,9,5,3,38.00,26288.6,0,0,Suburban,PUBLIC
8939,Joanna,Lutz,12,3,1,50.70,23236.53,0,0,Urban,PUB
8940,Latasha,Marsh,13,6,4,49.00,,0,0,Sub-urban,Public
8941,Hailey,Burgess,5,5,3,51.30,33162.74,1,1,City,Governmental
8942,Scott,Petersen,17,2,0,50.60,,1,1,SUBURBAN,international
8943,Raymond,,18,6,4,48.50,,0,0,  RURAL  ,public
8944,,Snow,14,4,2,51.90,18613.81,1,2,Urban,Public
8945,Marvin,Mack,13,5,3,,19116.26,1,3,countryside,  PUBLIC  
8946,Crystal,Dominguez,13,2,0,33.40,,0,0,  Village  ,Public
8947,Ethan,Fowler,9,5,3,24.50,32090.22,1,2,Suburban,Public
8948,Olivia,Shaffer,10,4,2,38.70,22014.14,1,1,URBAN,Public
8949,Caitlyn,Mosley,14,2,0,26.30,37954.79,1,1,SUB,Priv
8950,Marie,west,7,5,3,33.60,38827.91,1,,Urban,INTL
8951,Haley,Mosley,7,7,5,57.20,approx 18.2k,,,Rural,Public
8953,,Kent,13,2,0,50.60,60253.89,1,4,  Suburban  ,International
8954,Sarah,Reynolds,7,7,5,,approx 51.4k,0,0,Suburb,  Private  
8955,Sue,Barron,10,4,2,55.20,14458.31,0,5,Urban, Public 
8956,Selena,davidson,10,2,0,56.10,,0,0,SUB,PUBLIC
8957,Ashlee,  Becker   ,7,5,3,21.00,13152.69,,,RURAL,Governmental
8958,Javier,Trujillo,3,4,1,57.20,42244.76,1,4,Urban,INTERNATIONAL
8959,Bradley,EVERETT,7,8,6,33.30,22309.64,0,0,Urban,Public
8960,Fred,Fernandez,11,4,2,25.90,,1,2, Rural ,Governmental
8961,Savannah,Pineda,12,6,4,,19854.84,1,1,Urban,Governmental
8962,Phillip,,12,4,2,39.40,20219.22,1,1,Rural,Public
8963,Haley,  Reeves   ,13,5,3,,42153.46,1,,Urban,public
8964,Dean,Swanson,8,2,0,35.20,13142.63,,,  suburban  ,Public
8965,Frank,Yu,7,2,0,,19286.63,1,2,Suburban, Public 
8966,Ross,Ruiz,12,2,0,39.60,,1,2,Urban,PUB
8967,Raven,Buchanan,10,5,3,28.30,,0,0, Urban , Public 
8968,  Alan   ,Sawyer,14,3,1,32.80,,1,2,URBAN,Gov
8969,Gary,Browning,12,2,0,53.00,30439.14,1,2,SUB,Governmental
8970,Austin,Jackson,15,2,0,69.60,32689.95,1,3,null,public
8971,James,  Carey   ,9,7,5,44.00,,1,2,Urban,international
8972,Eileen,Escobar,14,5,2,26.30,10181.68,0,0,Suburban,
8973,Todd,Martinez,18,3,1,32.10,5464.03,,, Rural ,Public
8974,Sierra,Hernandez,120,6,4,51.40,16029.1,0,0,Urban,public
8975,Carolyn,Hayes,12,4,2,30.60,7976.05,,,Suburban,PUBLIC
8976,Patty,Cross,7,3,1,27.40,12242.32,0,0,Rural,Public
8977,Travis,Barry,14,8,6,40.10,35262.41,1,2,  Suburban  ,Intl
8978,Jerry,Mccormick,15,3,1,39.10,20193.35,1,1,Rural,public
8979,Leah,Hawkins,9,5,3,43.80,45032.24,1,3,Suburban,  public  
8980,Christina,Jenkins,13,4,1,55.00,31379.88,1,2,Suburban,PUB
8981,Gregg,Hancock,12,4,2,49.30,20492 EGP,1,3,  Suburban  ,International
8982,Jenna,Meyers,12,3,1,,22263.88,0,0,urban,PUB
8983,Kathryn,LANE,13,4,2,23.50,32552.2,1,,SUB,Public
8984,Renee,CASE,12,4,2,12.30,,1,3,  Suburban  ,Public
8985,Guy,GARDNER,10,3,1,31.80,5178.5,0,0,Urban,  Governmental  
8986,Jody,Pearson,13,4,2,43.30,36850.44,1,2,Urban,Public
8987,Luis,Ellis,15,3,1,51.20,29110.68,0,0,Suburban,INTERNATIONAL
8988,Beverly,Phillips,9,3,1,67.00,70482.12,1,-4,Urban,INTERNATIONAL
8989,Jordan,Arnold,10,3,0,41.90,43609.9,1,2,Urban,PVT
8990,Jonathon,White,4,9,6,37.10,35243.91,1,,City,  Public  
8991,Tom,Coffey,13,6,4,26.50,25042.47,1,2,Urban,international
8992,  Devin   ,Joseph,15,2,0,52.50,,0,0,Suburban,Gov
8993,Austin,Horton,10,4,2,,25485.39,1,3,Urban,  Public  
8994,Donna,,11,4,2,43.60,50278.04,1,2,Urban,Private
8995,Jill,Byrd,10,4,2,52.20,38369.38,1,1,City,Private
8996,Bailey,Bell,9,4,2,28.80,28676.32,1,6,Rural,international
8997,Lucas,Clayton,11,9,6,29.50,18191.19,0,,Rural,Homeschool
8998,Patty,Fuller,8,7,5,,18128.7,0,0,URB,Gov
8999,Christian,Parrish,10,8,6,33.40,,1,3,urban,Public
9000,Diamond,Watts,7,2,0,29.40,53559.43,1,1,Urban,INTERNATIONAL
9001,Tamara,,13,4,2,45.30,32926.66,1,2,  Urban  ,Public
9002,Micheal,Johns,11,9,7,48.10,34744.68,1,1,Suburban,Public
9003,  Alec   ,Williamson,9,2,0,49.70,33709.11,0,0,Suburban,PUBLIC
9004,Harry,Stark,11,6,4,52.00,19779.11,1,3,Suburban,PUB
9005,Chase,Buckley,10,7,5,51.50,,0,0,Rural,PUBLIC
9006,Kelli,Avila,15,4,2,37.30,,1,1,Suburban,Public
9007,Gina,Fitzpatrick,9,4,2,45.00,25716.92,0,0, Urban ,International
9008,Jenny,Hess,13,6,4,53.60,45114.67,1,4, SUB ,International
9009,Thomas,Newman,8,3,1,47.30,47220.35,1,2,City,Private
9010,Unknown,Benjamin,13,5,3,54.60,"$34,792",1,4, Suburban ,PUBLIC
9011,Ariana,Joyce,14,2,0,36.30,50390.0,1,3,Urban,Private
9012,Marilyn,Hudson,14,6,4,43.50,,0,0,unknown,Public
9013,Johnny,Sosa,16,8,6,59.90,15594.52,1,1,Urban,Governmental
9014,Raymond,Burke,12,8,6,33.20,27274.79,0,0,urban,homeschool
9015,Jamie,Robinson,15,4,2,32.70,28488.95,1,1,  Urban  ,Public
9016,,Raymond,16,6,3,41.80,37110.51,1,2,Suburban,PUB
9017,Gina,Escobar,6,3,1,51.40,39391.12,1,1,  Urban  ,Private
9018,Penny,Daniel,8,8,6,18.80,29906.14,1,3,Rural,Governmental
9019,Desiree,,5,3,1,20.60,"9,816.31",0,0,urban,PUBLIC
9020,Mary,Mccoy,25,6,4,,,,-1,rural, PUB 
9021,,Barker,5,4,2,60.40,28275.54,0,0,  Urban  ,Public
9022,Kelly,Knapp,4,6,3,52.20,38701.92,1,2,Urban,Private
9023,Roger,Unknown,7,5,3,58.90,,1,3,city,International
9024,Unknown,Washington,4,10,8,38.00,17369.66,1,2,URBAN,public
9025,Andre,Deleon,11,5,3,39.40,20122.45,0,, Urban ,PUBLIC
9026,Adam,Wise,7,2,0,38.20,20275.53,0,0,SUB,Public
9027,Paige,Mejia,4,3,1,30.80,19730.81,0,0,Urban,Public
9028,Erin,Montgomery,10,6,4,27.40,18241.78,0,,Urban,null
9029,Krista,VILLANUEVA,11,4,2,46.50,30493.07,1,3,Urban,Private
9030,Steven,Powell,4,2,0,33.00,43958.64,1,4,  Suburb  ,Public
9031,Diane,Clayton,8,3,1,37.70,31749.84,1,-1,Urban,  Gov  
9033,Martin,Franklin,9,2,0,27.60,26690.93,0,0,URB,Public
9034,Erika,Byrd,9,3,1,55.30,14454.7,1,2,Suburban,  Gov  
9035,Breanna,,15,4,2,37.50,43943.74,1,2,Suburb,Public
9036,Brandon,Lane,18,5,3,48.10,66778.34,1,6,URB,private 
9037,Michelle,Lang,9,3,1,42.40,,0,0,Suburban,Gov
9038,Carl,Dodson,6,3,1,57.70,33723.98,1,4,City, Public 
9039,  Tammie   ,Shepard,10,6,4,,,,,Sub-urban,private 
9040,Amanda,Farmer,11,6,3,53.60,26491.58,1,2,Suburban,Private
9041,Katherine,Mann,-5,7,4,31.80,24414.79,1,1,Suburban, Public 
9042,Sherri,Yang,13,7,5,31.80,,0,0,urban,Public
9043,Jeff,Peters,18,5,3,32.70,49754.15,1,3,suburban,Public
9044,Alec,Gentry,4,2,0,47.80,23542.43,0,0,Suburb,public
9045,Jason,Logan,9,7,5,33.30,19761.56,0,0,SUBURBAN,PUB
9046,Rebecca,,16,3,1,27.10,27281.65,1,5, Suburb ,  international  
9047,Melvin,Marsh,9,2,0,,15853.91,1,,Suburban,Public
9048,Keith,Douglas,13,4,2,,26875.99,0,2,Urban,Public
9049,brittany,Benitez,13,5,3,9.50,10823.49,0,0,Urban,PUBLIC
9051,Shannon,Nichols,17,2,0,50.90,approx 17.4k,1,3,Urban,Priv
9052,Connor,Leonard,12,6,4,31.80,22185.37,1,,Urban,Public
9053,Isaac,Gregory,4,7,5,33.50,9736.61,0,,SUBURBAN,Public
9054,Alexandra,Clements,8,2,0,41.60,19465.26,0,0,SUB,Gov
9055,Raven,Foley,18,4,2,40.60,19081.11,0,, Suburban ,Public
9056,Martin,Moody,5,6,4,37.90,24739.1,0,0,Sub-urban,PUB
9057,Alisha,Gilmore,12,3,1,42.70,41680.32,1,2, Urban ,Private
9058,Dakota,Hancock,3,3,1,62.60,"76240,76",1,2,Urban,Private
9059,Lacey,Jenkins,6,4,2,57.30,37629.27,1,3,Urban,public
9060,andre,Johns,14,4,2,50.80,14894.35,,,Suburban,Public
9061,Wanda,Carpenter,11,6,4,55.40,42897.56,1,1,Urban, Private 
9062,Suzanne,Hill,9,6,4,37.50,64236.86,1,-2,URB,Private
9063,Kristen,Davidson,8,3,1,30.60,,,,URB, Public 
9064,Stacey,Palmer,120,2,0,37.20,14249.22,0,0,Suburb, Public 
9065,Yvette,Snow,13,3,1,34.40,7851.16,,,Rural,Homeschool
9066,Lisa,Gonzales,9,5,3,31.00,12575.76,,,n/a,home-school
9068,Valerie,Dawson,11,5,2,,,1,3,Suburb,public
9069,Edward,,13,6,3,31.70,48553.45,0,0,Urban, Private 
9070,Justin,Escobar,10,4,2,,31635.64,1,4,Suburban,Governmental
9071,Stefanie,Mcdowell,11,7,5,43.90,30490.39,1,3,URBAN, PRIVATE 
9072,Katrina,Wiggins,120,4,2,50.00,36876.67,1,1,URBAN, Public 
9073,Jamie,Cantrell,8,3,1,,32785.59,1,4,Sub-urban,Public
9074,Jeffery,Sandoval,11,4,2,56.40,60885.96,1,2,urban,Int.
9075,Ronald,Franklin,13,5,3,,,0,0,  RURAL  ,Gov
9076,,Mooney,14,6,4,54.90,34336.39,0,0,URBAN,Public
9077,Dakota,HUYNH,13,8,6,,,0,0,RURAL,Public
9078,Kellie,Pace,8,4,1,54.10,,1,7,Urban,Public
9079,Sheryl,Franklin,13,6,4,30.90,25823.3,1,3,Urban,PUBLIC
9080,Candice,Hubbard,12,2,0,33.70,,,,Suburban,public
9081,Sabrina,Eaton,8,5,3,24.80,41369.63,1,1,SUB,Public
9082,Nicole,Armstrong,9,3,1,,38891.84,1,5,RURAL,Public
9083,Molly,Charles,13,7,5,40.00,25069.69,1,,suburban,Public
9084,Christopher,Fisher,15,2,0,36.70,30718.78,1,1,Sub-urban,Public
9085,Gavin,Adkins,4,2,0,47.30,approx 47.8k,1,2,Urban,International
9086,Stacey,Melton,16,4,1,40.40,,0,0,Rural,Public
9087,Maurice,Horne,-5,5,3,19.90,28403.77,1,1,suburban,Priv
9088,Aaron,Thornton,11,3,0,44.50,22712.22,1,,SUBURBAN,Public
9089,Terrance,Hunter,10,2,0,55.90,18916.19,1,2,Suburban,
9090,Tasha,Crosby,12,4,2,47.40,39611.39,1,3,Urban,  Private  
9091,judith,Romero,8,5,3,36.60,22740.14,1,1,Rural,International
9092,,Webb,10,2,0,42.70,"$42,506",1,3,Suburb,Private
9093,Emily,Goodman,5,4,2,43.30,25543.33,0,0,Suburban,Gov
9094,Hector,Mcbride,4,2,0,,13228.07,,,Suburban,Public
9095,Cindy,Russo,18,4,2,,,1,,Urban,Priv
9096,Mercedes,Spears,11,6,4,,17085.82,0,0,SUBURBAN,Public
9097,Gina,Wright,11,7,5,39.10,16924.36,,,Suburban,Public
9098,Austin,  Wilkins   ,10,5,3,51.10,22190.6,1,2,Urban,private
9100,Melinda,Williamson,9,2,0,23.80,22704.25,1,3,Suburban,public
9101,Kirk,Holder,11,7,5,38.60,24116.15,0,,rural,Home School
9102,Phillip,Fisher,10,5,3,32.50,"$20,161",0,,Suburban,Unknown
9103,Megan,Bradley,8,6,4,46.60,62069.39,1,4, Urban ,Homeschool
9104,Alec,Charles,12,4,2,49.50,59988.72,1,4,URBAN,  Private  
9105,Misty,Alvarado,11,6,4,43.30,48489.8,1,1,urban,Private
9106,Breanna,Perez,12,3,1,31.10,,0,4,Suburban,PUB
9107,,carey,13,7,5,59.20,37742.48,0,0,  RUR  ,Private
9108,  Alexandria   ,Adams,10,3,1,35.40,22461.38,0,0,Suburban,public
9109,Carla,Trujillo,10,6,4,44.70,43179.72,1,4,Rural, Private 
9110,Molly,Simon,16,11,9,20.40,18356.93,,,Suburban,Public
9111,Walter,Schneider,7,4,2,52.50,23697.04,0,0,Suburban,Public
9112,Kayla,Duarte,4,3,1,36.10,18021.05,0,,Rural,Public
9113,Sabrina,Sloan,12,2,0,31.10,17804.5,0,5,Urban,private 
9114,,Moreno,8,4,2,22.70,,1,2,Urban,Public
9115,Meghan,Hernandez,7,2,0,,,,,URB,Public
9116,Reginald,Barron,14,4,2,,150851.12,1,6,Urban, private 
9117,,,10,2,0,45.20,,,,Suburban,public
9119,Tyler,Myers,17,2,0,37.80,40724.97,1,2,  urban  ,NA
9120,Corey,Moss,5,5,3,,13587.31,,,Urban,Public
9121,Shelly,Church,10,6,4,28.50,12267.65,0,0,urban,Public
9122,Kim,Willis,4,3,1,36.00,,0,,Urban,PUBLIC
9123,,Pena,11,8,6,39.20,"20150,71",1,5,Rural,Public
9124,Kyle,Haynes,8,2,0,,14206.68,,,Suburban, PUBLIC 
9125,Shelia,Lutz,13,8,6,42.40,36456.09,1,2,Suburban,International
9126,Marilyn,Andrews,10,2,0,68.00,24546.07,0,0,Suburban,Public
9127,Hailey,Liu,15,2,0,46.20,31164.53,1,3,Urban,PUB
9128,Aaron,Bauer,1,6,4,26.60,19942.64,1,3,Suburban,Public
9129,Kim,Thornton,5,5,2,,25548.02,0,, urban ,Public
9130,,Reilly,11,4,2,56.70,18175.96,1,2,Urban,Public
9131,Michele,Tanner,10,4,2,42.10,,0,0,SUB,Unknown
9132,Victoria,Palmer,4,2,0,48.30,,0,0,Suburban,Private
9133,Ricardo,Sharp,7,7,5,67.20,39446.07,0,0,Village,Priv
9134,,Davis,8,2,0,49.00,23911.89,1,1,Urban,private 
9135,Jimmy,Spears,16,8,6,18.20,7363.94,,,Suburban,Public
9136,  Marie   ,Cummings,13,5,2,,34280.03,1,1,City,Homeschool
9137,Karen,Gamble,9,5,3,39.60,approx 16.4k,,,,  Public  
9138,Devin,Roach,12,6,4,37.10,,1,2,Rural,Public
9139,Laurie,Houston,3,8,6,,,0,-1,Suburban,public
9140,Francisco,Taylor,8,3,1,61.10,,1,5,Urban,INTERNATIONAL
9141,Tammy,Shah,12,3,1,37.20,20723.13,0,6,SUBURBAN,Public
9142,Alicia,Clay,11,6,4,67.80,40088.33,1,,SUBURBAN,Governmental
9143,Christy,Crosby,9,4,2,38.90,25356.11,1,1,RURAL,Public
9144,Jodi,Unknown,10,2,0,,12068.98,,,Suburban, Governmental 
9145,Anne,Clements,12,6,4,58.60,19020.27,0,-4,Rural,?
9147,Shannon,Andrade,14,5,3,43.50,13163.96,,,Suburban,Public
9148,Tony,Moody,12,4,2,50.50,,,,Urban,Public
9149,Courtney,Hurst,12,8,5,57.00,40203.99,1,2,SUB,Private
9150,Andrea,Leon,17,9,7,52.70,,1,5,RUR,unknown
9151,Julie,Ortiz,13,2,0,45.30,16433.56,0,,SUB,homeschool
9152,Derrick,,17,4,2,54.70,28815.18,1,1,Suburban,Gov
9153,Barry,Webb,8,5,3,42.40,"$35,268",1,1,Urban,Public
9154,Lawrence,Joseph,5,3,1,32.40,22214.63,1,1,Urban,PUB
9155,Heidi,Fitzgerald,10,3,1,67.90,55502.41,1,2,Sub-urban,Private
9156,Darius,Murphy,10,4,2,49.70,99540.5,1,8,urban,International
9157,Phillip,Unknown,16,5,3,31.60,21402.5,1,,Urban,Public
9158,Lauren,Decker,6,3,1,52.90,,1,5,SUB,Private
9159,Gabriella,Schmitt,10,2,0,22.20,18945.25,0,0,SUBURBAN,public
9160,Isaac,Arellano,12,6,4,46.60,17437.19,0,0,URBAN,PUB
9161,Lorraine,Haas,11,4,2,39.90,27539.22,0,0,Urban,  Public  
9162,April,Waters,10,7,4,24.10,47952.17,1,5,URBAN,International
9163,Debra,Huynh,12,2,0,42.50,24165.42,1,,Sub-urban,  public  
9164,Vanessa,Brewer,14,8,6,31.80,,1,1,rural,public
9165,Melanie,Newton,16,2,0,46.10,33678.56,1,2,URB,  private   
9166,Madison,Tate,11,2,0,43.60,62571.45,1,4,Urban,  PRIVATE  
9167,,Wallace,8,11,9,,22968.02,1,,Rural, Public 
9168,Raven,Holt,16,5,3,52.90,68995.93,1,, city ,International
9169,Jordan,Hayes,7,5,3,23.20,,0,0,Suburban,  Public  
9170,Hannah,Oconnor,17,7,5,32.90,26584.91,0,,city,Homeschool
9171,Madeline,Mcguire,15,6,4,,17139.76,1,1,Rural,Public
9172,Johnathan,Long,16,2,0,39.00,16000.35,0,,Sub-urban,Public
9173,John,Lutz,13,7,5,34.40,17087.35,1,,Urban,Public
9174,Dominic,CONTRERAS,3,4,2,34.40,36686.36,1,3,URBAN,Public
9175,Robert,Nichols,7,4,2,34.90,42868.25,1,1,URB,null
9176,,Monroe,12,2,0,49.90,31632.79,1,1,Urban,International
9177,Paul,Unknown,8,4,2,47.80,53234.5,1,3,Urban,Private
9178,,Owen,9,7,5,49.30,,0,0,Suburban,Public
9179,Sharon,Sawyer,13,5,3,25.20,20638.56,0,0,  Suburban  ,  Public  
9180,Ian,Bates,10,5,3,,15538.55,0,0,Urban,Public
9181,Hector,Barrett,6,4,2,43.00,32101.64,1,2, Urban ,public
9182,Jeanette,Bolton,14,2,0,38.00,22433.87,1,3,countryside,PUB
9183,Mikayla,Campos,12,3,1,,,1,3, Urban ,Public
9184,Desiree,Henderson,10,9,7,40.90,13393.28,0,0,Suburban,PUB
9185,Shelly,Sloan,13,7,5,43.50,31408.45,0,0,SUB,Private
9186,Candice,Barker,11,5,3,33.30,56379.56,1,5,Suburban,private
9187,Albert,Jennings,15,3,1,31.50,14751.07,0,0,  Sub-urban  ,Public
9188,Krystal,Singh,11,6,4,39.40,,,,countryside,Public
9189,Lucas,Goodman,15,3,1,39.40,,1,1,URB,Public
9190,Alisha,Shaffer,4,2,0,35.80,41917.66,1,4,city,Private
9191,Jeffrey,Wyatt,12,2,0,,19950.06,1,1,Urban,Gov
9192,Leon,Buckley,9,6,4,44.70,38674.26,1,2,Urban,Private
9193,Lindsay,,7,3,1,46.40,26399.89,0,0,Urban,  Public  
9194,Peter,Bowers,15,6,4,64.00,80057.2,1,8,City,International
9195,Richard,Schneider,14,3,0,47.90,39471.09,1,8,Suburban,PRIVATE
9196,Nathaniel,Mora,3,2,0,35.90,19108.81,0,0,Urban,Public
9197,Mia,Joyce,13,4,2,19.50,"$14,528",,,Rural,Public
9198,Gene,Joseph,13,7,5,32.00,45859.04,1,,city,Public
9199,Hailey,Durham,8,7,5,24.10,14217.78,1,2,Suburb,PUB
9200,Ana,Hicks,7,4,2,29.20,56964.94,1,2,NA,Private
9201,Peggy,Morrison,5,4,2,41.30,25909.86,1,3, URBAN ,Public
9202,Jenny,Rodgers,9,4,2,19.00,39930.69,1,1,Suburban,International
9203,Tony,Howard,10,2,0,40.30,26692.45,1,, City ,N/A
9204,Phillip,Kelly,13,5,3,40.00,19185.04,0,0,Suburban,Public
9205,Lee,Swanson,11,2,0,42.50,17533.76,0,0,Suburban,Public
9206,Howard,Goodwin,7,5,3,53.00,66357.16,1,,Suburban,PUBLIC
9207,Tonya,Baldwin,11,2,0,44.80,21756.88,0,0,Sub-urban,  Private  
9208,,Porter,10,3,1,55.70,93370.75,1,7,RUR,private
9209,Albert,Knapp,7,4,2,34.00,32322.17,1,1,  Urban  ,Private
9210,Cody,Sloan,5,4,2,,10743.6,,,rural, Gov 
9211,FRANK,Christian,13,4,2,70.50,12432.92,,,Urban,PRIVATE
9212,Melissa,Skinner,12,5,3,,50414.33,1,4,Suburb,Private
9213,Dwayne,Anderson,13,5,3,50.60,15420.42,,,Rural,private 
9214,Miguel,Colon,8,3,0,28.00,46745.63,0,0,unknown,Private
9215,Theresa,Washington,11,8,6,59.80,61528.26,1,4,countryside,private
9216,Unknown,Cox,6,2,0,23.20,36969.92,1,1,NULL,Private
9217,Jessica,Davis,-5,6,4,21.80,20650.91,0,0,rural,PUB
9218,Leah,Greene,11,6,4,,58365 EGP,1,2,City,Private
9219,Dean,Shepard,11,6,4,61.60,39825.53,1,1,suburban,Gov
9220,,French,5,6,4,25.50,14846.09,0,0,URBAN,PUBLIC
9221,Jorge,Armstrong,7,5,3,33.80,61880.37,1,8,URBAN,Private
9222,Shelly,,9,5,3,35.80,24952.36,1,2, Suburban ,Public
9223,,Alvarado,14,7,5,19.00,59739.33,1,7,Suburban,International
9224,Jerry,Banks,8,3,1,45.60,33822.29,1,3,suburban,Public
9225,Jesse,Hoover,11,2,0,51.40,49283.9,1,3,Suburban,Private
9226,Brent,Jones,11,2,0,33.30,22617.13,1,1,Suburban,?
9227,Bonnie,Anthony,99,2,0,12.60,,0,2,city,PUB
9229,Laura,Holden,6,3,1,59.50,,1,,Suburban,Homeschool
9230,Stacy,Parsons,8,2,0,49.00,18839.05,0,0,Suburban,Public
9231,michael,Barnes,16,2,0,41.60,26587.12,1,1, Urban ,public
9232,Sophia,Unknown,16,8,6,34.90,approx 8.8k,,,Urban,?
9233,Candice,Cruz,14,6,4,38.50,27298.49,1,-4,Urban,PUB
9234,Erika,Franco,14,3,1,47.40,,,,  Suburban  ,Public
9235,Henry,Prince,4,2,0,52.60,"$39,516",1,3,Urban,Gov
9236,Brittany,Mays,7,3,1,27.80,30767.29,1,1,SUB,Public
9237,Cheyenne,Conley,9,4,1,38.90,25805.95,0,0,Suburban,Public
9238,Joshua,Good,18,3,1,38.70,35506.01,1,2,Village,Public
9239,Valerie,Frazier,9,6,4,56.00,"33946,15",1,5,URB,INTERNATIONAL
9240,,,13,4,2,52.30,19080.07,1,1,Village,Private
9241,Christina,Vaughan,12,6,4,34.10,30543.04,1,2,Suburban,Public
9242,corey,Long,12,4,2,46.70,"$21,579",1,2,URB,Public
9243,Yolanda,Hood,10,3,1,53.10,51290.51,1,4,URBAN,INTL
9244,Micheal,Moses,6,8,6,39.00,17961.76,,,city,Gov
9245,Melinda,Aguirre,3,7,5,,37515.7,1,6, Urban ,Private
9246,Wanda,Walls,15,6,4,61.40,58120.59,1,6,City,private
9247,,Blair,8,8,6,34.10,,1,2,urban,PUBLIC
9248,Jorge,Clements,4,5,3,49.10,8198.35,0,,  countryside  ,PUBLIC
9249,Briana,,12,3,1,51.70,16742.9,1,1,Urban,Public
9250,Penny,,12,4,2,50.90,80772 EGP,1,7,Urban,  Private  
9251,Gabriel,Young,13,4,2,31.20,18304.11,,,Suburban,NA
9252,Austin,Wagner,15,6,4,41.80,,,,Rural,Public
9253,Penny,Ramsey,7,6,4,44.10,20983.58,1,,RUR,Public
9254,Marcia,Case,7,9,7,,,,,Rural,Homeschool
9255,Diana,Parsons,9,2,0,43.50,10147.42,0,0,rural,  Priv  
9256,Yvette,Shea,13,4,2,39.80,64714.54,1,4,URBAN,Private
9257,Heidi,Cordova,3,3,1,44.60,15131.71,,,Suburb,Public
9258,Russell,Wilcox,11,3,1,57.00,25759.66,1,3,URB,Public
9259,Douglas,Choi,14,4,2,20.40,20166 EGP,0,0,Rural, Public 
9260,Kiara,Gamble,14,5,3,31.90,34963.85,1,5,  urban  , Homeschool 
9261,Sean,Owens,13,5,3,27.00,19093.7,1,1,Suburb,Public
9262,Marvin,Barker,14,5,3,33.50,40155.35,1,5,City,Gov
9263,Theodore,Higgins,3,5,3,45.60,38003.11,1,3,Rural,  Private  
9264,Madison,Zamora,16,2,0,34.80,16582.36,0,0,urban,Public
9265,Dale,Snyder,12,5,3,21.20,,1,2,Rural,home-school
9266,Tamara,Roy,15,2,0,21.30,,1,1,Rural,Gov
9267,Johnathan,James,6,3,1,17.80,43692.05,1,9,URB,public
9268,Alexandra,Weaver,4,2,0,48.70,26061.47,0,0,SUB,Governmental
9269,Christy,Massey,17,8,6,34.40,27724.14,1,3,Urban,PUBLIC
9270,Matthew,Woodward,7,2,0,23.80,,0,0,city,Public
